what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368246254271
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368246268659
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368246286501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368246479111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368246622103
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368246625544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368246984148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368246985469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368246987056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368247087950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368247114236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368247198723
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1368247484698
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1368247487748
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1368247493175
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1368247495287
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1368247495379
